평점,작성자,작성일,구매옵션,리뷰내용,이미지URL
5,yeoy******,2025.10.26,🍂가을세일🍂두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 120cm / 길이: 1m,셀프로 재단하기도 쉽고 푹신해서 잘쓰고있습니다,https://phinf.pstatic.net/checkout.phinf/20251026_201/1761480237966jW57t_JPEG/image.jpg?type=f300_300
4,hw****,2025.10.26,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 70cm / 길이: 1m,"측정해서 보내준 사이즈 보다 커요ㅠㅠ 
집에서 자르느라 고생좀 했지만 가성비 좋네요👍🏻",https://phinf.pstatic.net/checkout.phinf/20251026_232/1761474608300GVzvv_JPEG/IMG_9695.jpeg?type=f300_300
4,hw****,2025.10.26,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 130cm / 길이: 1m,"측정해서 보내준 사이즈 보다 커요ㅠㅠ 
집에서 자르느라 고생좀 했지만 가성비 좋네요👍🏻",https://phinf.pstatic.net/checkout.phinf/20251026_140/1761474571905FBvue_JPEG/IMG_9695.jpeg?type=f300_300
4,hw****,2025.10.26,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 110cm / 길이: 1m,"측정해서 보내준 사이즈 보다 커요ㅠㅠ 
집에서 자르느라 고생좀 했지만 가성비 좋네요👍🏻",https://phinf.pstatic.net/checkout.phinf/20251026_173/1761474507018oeucu_JPEG/IMG_9695.jpeg?type=f300_300
5,jsil******,2025.10.26,🍂가을세일🍂두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 120cm / 길이: 1m,좋긴 좋은데 자국이 잘 안없어져요,https://phinf.pstatic.net/checkout.phinf/20251026_286/1761474137489knVa3_JPEG/image.jpg?type=f300_300
5,iamj******,2025.10.26,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 100cm / 길이: 1m,파크론매트 깔끔하고 너무 좋습니다~~^^,https://phinf.pstatic.net/checkout.phinf/20251026_95/1761472813338yVFC2_JPEG/1000037966.jpg?type=f300_300
5,iamj******,2025.10.26,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 150cm / 길이: 1m,친정집에 깔았어요 아이가 자주가서~~^^ 깔끔합니다,https://phinf.pstatic.net/checkout.phinf/20251026_297/1761472796578TivfA_JPEG/1000037966.jpg?type=f300_300
5,skys****,2025.10.26,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 100cm / 길이: 1m,셀프로 깔았고 좋아요,이미지 없음
5,skys****,2025.10.26,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 120cm / 길이: 1m,셀프로 깔았고 괜찮아요,이미지 없음
5,skys****,2025.10.26,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 110cm / 길이: 1m,잘사용하고있어요 좋네요,이미지 없음
5,woog******,2025.10.26,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 70cm / 길이: 1m,재구매했습니다 만족합니다,https://phinf.pstatic.net/checkout.phinf/20251026_247/1761469883530eQXlQ_JPEG/15505.jpg?type=f300_300
5,seoh*****,2025.10.26,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 60cm / 길이: 1m,폭신하고 깔끔하고 맘에들어요,https://phinf.pstatic.net/checkout.phinf/20251026_15/1761466159225SgKFm_JPEG/IMG_6531.jpeg?type=f300_300
5,tlat******,2025.10.26,🍂가을세일🍂두께 / 디자인: 베이직(1.7cm) / 세이지그레이지 / 가로폭: 150cm / 길이: 1m,가격이 아쉽지만 좋아요,https://phinf.pstatic.net/checkout.phinf/20251026_221/1761459143804OltfG_JPEG/IMG_9678.jpeg?type=f300_300
5,tlat******,2025.10.26,🍂가을세일🍂두께 / 디자인: 베이직(1.7cm) / 세이지그레이지 / 가로폭: 130cm / 길이: 1m,가격이 착하지는 않지만 좋아요,https://phinf.pstatic.net/checkout.phinf/20251026_193/1761459100635mfBjH_JPEG/IMG_9678.jpeg?type=f300_300
5,futu*****,2025.10.26,🤎폴인세일🤎두께 / 디자인: 프리미엄(2.2cm) / 러그아이보리 / 가로폭: 120cm / 길이: 1m,푹신하니 좋네요!!,https://phinf.pstatic.net/checkout.phinf/20251026_93/1761453028855CC8Vh_JPEG/image.jpg?type=f300_300
5,77****,2025.10.26,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 150cm / 길이: 1m,"변형없이 잘 쓰고 있습니다
가구 바치를 조만간 바꿀 것 같은데 또 주문히겠습니다!",https://phinf.pstatic.net/checkout.phinf/20251026_135/1761449890235o00do_JPEG/image.jpg?type=f300_300
5,chil****,2025.10.26,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 150cm / 길이: 1m,잘 설치 해보겠습니다,https://phinf.pstatic.net/checkout.phinf/20251026_56/1761446501895zQT3n_JPEG/1000041340.jpg?type=f300_300
5,yong****,2025.10.26,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 150cm / 길이: 1m,아주 좋아요 최고 최고,https://phinf.pstatic.net/checkout.phinf/20251026_210/1761441083094htIFC_JPEG/1000055429.jpg?type=f300_300
5,yong****,2025.10.26,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 130cm / 길이: 1m,"사이즈 잘 확인해서 주문하면 최고에요 👍
푹신하고 아주 좋아요",https://phinf.pstatic.net/checkout.phinf/20251026_15/1761441053573k4lik_JPEG/1000055430.jpg?type=f300_300
5,yya1***,2025.10.25,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 120cm / 길이: 1m,15개월이 되면서 복도에서 와다다다 달리는것에 맛들려서 밑에집이 신경쓰여 주문했습니다. 복도에 펜트리며 수납이 많아 1.7로 주문했는데 1.7cm인데도 두껍고 푹신해서 엄청 만족스러워요! 오자마자 아기가 달려봤는데 소음 하나없고 엄청 좋아요!!길이에 맡게 재단해서 사용할수있어 복도같은곳엔 롤매트가 훨좋은것같아요! 색도 맘에들고 재질이며 다 만족스럽습니다.,https://phinf.pstatic.net/checkout.phinf/20251025_201/1761401323370UoOzC_JPEG/1000047782.jpg?type=f300_300
5,morn********,2025.10.25,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 150cm / 길이: 1m,냄새도 안나고 깔끔해서 너무좋네요,https://phinf.pstatic.net/checkout.phinf/20251025_32/1761397137588rG99l_JPEG/IMG_6545.jpeg?type=f300_300
5,morn********,2025.10.25,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 130cm / 길이: 1m,냄새도 안나고 깔끔하게 잘 깔아서 만족스러워요!,https://phinf.pstatic.net/checkout.phinf/20251025_22/1761397105765XaVOP_JPEG/IMG_6545.jpeg?type=f300_300
5,dann******,2025.10.25,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 100cm / 길이: 1m,배송도 잘 왔고 좋아요,이미지 없음
5,dann******,2025.10.25,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 100cm / 길이: 1m,배송도 잘 왔고 좋아요,이미지 없음
5,dann******,2025.10.25,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 140cm / 길이: 1m,배송도 잘 왔고 좋아요,이미지 없음
5,didv****,2025.10.25,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 70cm / 길이: 1m,부족한부분 채우려고 추가구매했어요 ㅋ,https://phinf.pstatic.net/checkout.phinf/20251025_167/17613825136531r9lj_JPEG/image.jpg?type=f300_300
5,cjfg****,2025.10.25,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 100cm / 길이: 1m,빠르고두껍고안전하고,이미지 없음
5,yeon***,2025.10.25,⚡강세일⚡두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 110cm / 길이: 1m,크기도 복도에 알맞고 부드럽고 좋아요,이미지 없음
5,iopt***,2025.10.25,🍉SUMMER🍉두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 120cm / 길이: 1m,괜찮아서 더 구매하고 써보니 복원력도 좋아서 만족해요 ㅎ,https://phinf.pstatic.net/checkout.phinf/20251025_73/17613669812628OsaS_JPEG/1761366968624.jpg?type=f300_300
5,didt********,2025.10.25,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 130cm / 길이: 1m,"1.7cm의 두께가  생각보다 도톰했고
매끈한 질감에 누운 아이가 느낌이 좋다고 마음에 들어하네요.
배송기사님도 배송전 전화주셨어요.",이미지 없음
5,taey*******,2025.10.25,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 110cm / 길이: 1m,재단이 안맞게 옴 근데 그냥 씀,이미지 없음
5,miss***,2025.10.25,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 150cm / 길이: 1m,만족합니다 베이직도 폭신하고 여자 혼자 설치하기도 거뜬해요,https://phinf.pstatic.net/checkout.phinf/20251025_123/1761361458959hLqct_JPEG/image.jpg?type=f300_300
5,scal****,2025.10.25,💚LUCKY💚두께 / 디자인: 프리미엄(2.2cm) / 샌드스톤 / 가로폭: 130cm / 길이: 1m,걷다가 자주 넘어지는 아기에게 좋아요,https://phinf.pstatic.net/checkout.phinf/20251025_289/1761349568623srxts_JPEG/20251025_084457.jpg?type=f300_300
5,ilov*******,2025.10.24,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 150cm / 길이: 1m,매트 폭신하고 좋아요. 잘 쓸게요,https://phinf.pstatic.net/checkout.phinf/20251024_105/17613135089147EGQq_JPEG/20251024_222424.jpg?type=f300_300
5,ilov*******,2025.10.24,💝특선물💝두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 150cm / 길이: 1m,쿠션감 좋고 색깔도 이뻐서 너무 잘 쓰고 있어요. 근데 3개 주문했는데 3개 다 사이즈가 좀 다르네요ㅎ,https://phinf.pstatic.net/checkout.phinf/20251024_200/1761313130943A7AAD_JPEG/20251024_222424.jpg?type=f300_300
5,92****,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 120cm / 길이: 1m,사이즈 재단 잘되어서 왔습니다 ㅎㅎ,https://phinf.pstatic.net/checkout.phinf/20251024_31/1761311112023HMU4j_JPEG/1000029745.jpg?type=f300_300
5,92****,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 150cm / 길이: 1m,"사이즈 두께 다 만족합니다
아이가 크면서 거실말고도 복도까지 뛰어다니면서 구매했어요",https://phinf.pstatic.net/checkout.phinf/20251024_152/1761311064884mB82d_JPEG/1000029745.jpg?type=f300_300
5,lc****,2025.10.24,👦🏻BABY&KIDS👧🏻두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 110cm / 길이: 1m,거실 다 깔고 좋아서 부엌까지 추가 구매 완료요,https://phinf.pstatic.net/checkout.phinf/20251024_83/1761308437985zMCjd_JPEG/tmp_2064166815524782882.jpg?type=f300_300
5,lc****,2025.10.24,👦🏻BABY&KIDS👧🏻두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 80cm / 길이: 1m,투자 한 만큼 되돌아오는 나의 편안함. 돈 여유 생기면 더 구매해서 남은 방 마저 다 깔고 싶네요!,https://phinf.pstatic.net/checkout.phinf/20251024_8/1761308353005UTevB_JPEG/tmp_6654950165523945851.jpg?type=f300_300
5,yan0*****,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 110cm / 길이: 1m,쏘파앞애만  깔다가 애기가 걸어 다니게 돼서  추가로 거실 전체로 깔앗는데 폭싣하니 좋네요 아이보리색 환하고 좋아요,https://phinf.pstatic.net/checkout.phinf/20251024_37/1761300687297ISxm2_JPEG/IMG_0371.jpeg?type=f300_300
5,yan0*****,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 150cm / 길이: 1m,임신때 거실 절반 파크론 사서 깔고 좋아서 애기가 이제 걸어다닐때라 추가로 거실전체 파크론으로 다 깔앗어요  폭식폭신하니 너무 좋네요 아이보리색  너므 이뻐요  집이 완전 환해 보이네요,https://phinf.pstatic.net/checkout.phinf/20251024_203/1761300554833yplzP_JPEG/IMG_0373.jpeg?type=f300_300
5,some*******,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 80cm / 길이: 1m,"재단 길이가 10cm 정도 더 길어서 오네요. 상관없긴 합니다만 제품 자체는 아주 좋습니다. 냄새가 조금 나서 며칠간
환기 좀 하고 설치해야겠습니다.",https://phinf.pstatic.net/checkout.phinf/20251024_115/17612855300330FEqo_JPEG/1000011557.jpg?type=f300_300
4,boro********,2025.10.24,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 100cm / 길이: 1m,욐족 오른쪽 사이즈가 달라 삐뚤빼뚤하게 작업된곳도 있어요 참고하세요,https://phinf.pstatic.net/checkout.phinf/20251024_39/1761285226365koCcR_JPEG/152354.jpg?type=f300_300
4,boro********,2025.10.24,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 60cm / 길이: 1m,욐족 오른쪽 사이즈가 달라 삐뚤빼뚤하게 작업된곳도 있어요 참고하세요,https://phinf.pstatic.net/checkout.phinf/20251024_269/1761285198094fmzRr_JPEG/152355.jpg?type=f300_300
4,boro********,2025.10.24,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 140cm / 길이: 1m,욐족 오른쪽 사이즈가 달라 삐뚤빼뚤하게 작업된곳도 있어요 참고하세요,https://phinf.pstatic.net/checkout.phinf/20251024_296/1761285136988cb6Lr_JPEG/152354.jpg?type=f300_300
4,boro********,2025.10.24,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 110cm / 길이: 1m,사이즈가 좌우 달라서 삐뚤 빼뚤하게 재단됩니다 주의히세요,https://phinf.pstatic.net/checkout.phinf/20251024_198/1761285107619izAG7_JPEG/152355.jpg?type=f300_300
5,mrss*****,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 120cm / 길이: 1m,"라방때 거실사이즈만 구매 했는데
두께도 좋고 푹신하고 만족해요
정사이즈가 아니고 좀더 기네용ㅎ",https://phinf.pstatic.net/checkout.phinf/20251024_200/1761283433728w472S_JPEG/1761283420660.jpg?type=f300_300
5,eh****,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 140cm / 길이: 1m,"걷는 느낌도 좋고 아기가 뛰어다녀도
잔소리 많이 안하게되서 좋아요",https://phinf.pstatic.net/checkout.phinf/20251024_69/1761277947567rDGqT_JPEG/1761277937210.jpg?type=f300_300
5,eh****,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 150cm / 길이: 1m,"가격은 좀 하지만 왜 국민 매트인지 알거같아요
폭신하니 너무 좋네요",https://phinf.pstatic.net/checkout.phinf/20251024_230/1761277883240zYi60_JPEG/1761277873514.jpg?type=f300_300
5,eh****,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 50cm / 길이: 1m,"걸어다닐때 쩍쩍 소리도 안나고 좋네요
비싼게 다르긴하네요",https://phinf.pstatic.net/checkout.phinf/20251024_149/1761277835313n1pUf_JPEG/1761277823050.jpg?type=f300_300
5,eh****,2025.10.24,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 120cm / 길이: 1m,"요즘 층간소음 예민한데 딱좋습니다
싼거 깔았더니 쩍쩍소리나서 스트레스였는데
소리도 안나고 폭신하고 걸어다닐맛 납니다",https://phinf.pstatic.net/checkout.phinf/20251024_148/1761277766779Azvj4_JPEG/1761277753030.jpg?type=f300_300
5,sowo***,2025.10.24,👦🏻BABY&KIDS👧🏻두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 70cm / 길이: 1m,안녕하세요. 상품 리뷰 남깁니다. 일단 모든 면에서 너무 좋네요. 느낌 아니까요. 다들 느낌 아시죠? 정말 강추드리고요. 기회가 된다면 다음에 또 이용하고 싶네요. 단점은 딱히 없는 것 같습니다. 느낌 아니까요. 그럼 번창하시길 바랍니다.,이미지 없음
4,1004****,2025.10.24,👦🏻BABY&KIDS👧🏻두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 110cm / 길이: 1m,"예전엔 이매트 저매트 써서 거실이 엉망이었는데 롤매트로 통일해서 까니까 깔끔해요. 아쉬운건 두께가 도톰한건 아니니 심한 발망치나 뛰어다니면 쿵쿵 울림이 느껴집니다ㅠㅠ 폴더매트때는 안느껴졌었는데 ㅠㅠ 
원래 집에서 뛰면 안되는거고 아이도 많이 컸으니 얘기하면 뛰지않아서 괜찮은거같아요 맨바닥보다는 훨씬 낫죠, 걸어다닐때도 쿠션감이 좋습니다 
그리고 매트사이붙이는 테이프!!! 며칠만 써도 주위에 먼지붙고 금방떨어지더라구요 ㅠㅠㅠ 테이프자국이 안나서 더러워진 테이프는 떼서 다시 붙였어요. 테이프자국 안나는건 좋았는데... 그래서 다른회사 무광 테이프써서 붙였습니다 😅",https://phinf.pstatic.net/checkout.phinf/20251024_71/1761273658148ycK2z_JPEG/image.jpg?type=f300_300
5,luvj*****,2025.10.24,👦🏻BABY&KIDS👧🏻두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 90cm / 길이: 1m,거실에 깔고선 작은방도 깔으려고 구매했어요.,https://phinf.pstatic.net/checkout.phinf/20251024_143/1761261015435Ep6h4_JPEG/1000039296.jpg?type=f300_300
5,na****,2025.10.23,💝특선물💝두께 / 디자인: 베이직(1.7cm) / 세이지그레이지 / 가로폭: 140cm / 길이: 1m,푹신하고 안전해요..,https://phinf.pstatic.net/checkout.phinf/20251023_243/1761217688955lIKRV_JPEG/IMG_1381.jpeg?type=f300_300
5,dmsd******,2025.10.23,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 150cm / 길이: 1m,남자아이 집에 딱입니다 다음에 또 구매하겠습니다,https://phinf.pstatic.net/checkout.phinf/20251023_46/1761210756738Htsbt_JPEG/IMG_0567.jpeg?type=f300_300
5,dmsd******,2025.10.23,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 150cm / 길이: 1m,너무 좋아요. 다음에 사이즈 제대로 재서 구매할게요.,https://phinf.pstatic.net/checkout.phinf/20251023_166/17612105309470hYHY_JPEG/IMG_0567.jpeg?type=f300_300
5,dmsd******,2025.10.23,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 100cm / 길이: 1m,정말 예뻐요. 충격흡수에 소음방지까지 되니 정말 좋습니다. 오늘도 또 구매 있습니다.,https://phinf.pstatic.net/checkout.phinf/20251023_3/1761210495215mUt0K_JPEG/IMG_0567.jpeg?type=f300_300
5,very****,2025.10.23,🤎폴인세일🤎두께 / 디자인: 베이직(1.7cm) / 세이지그레이지 / 가로폭: 140cm / 길이: 1m,"매트하나로 거실이 환해졌어요.
매우 만족스럽습니다~~",https://phinf.pstatic.net/checkout.phinf/20251023_155/1761202014857tow4z_JPEG/1000059912.jpg?type=f300_300
5,hero***,2025.10.23,👦🏻BABY&KIDS👧🏻두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 100cm / 길이: 1m,이전에 쓰는거보다 두껍고 좋아요~,이미지 없음
5,hero***,2025.10.23,👦🏻BABY&KIDS👧🏻두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 110cm / 길이: 1m,이전에 쓰는거보다 두껍고 좋아요~,이미지 없음
5,hero***,2025.10.23,👦🏻BABY&KIDS👧🏻두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 130cm / 길이: 1m,이전에 쓰는거보다 두껍고 좋아요~,이미지 없음
5,iy****,2025.10.23,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 100cm / 길이: 1m,생각보다 두꺼워서 좋았어요~ 비싸지만 값을 하는 것 같아요~!,이미지 없음
5,rose********,2025.10.23,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 140cm / 길이: 1m,표면이 가죽 느낌이여서 좋습니다.,이미지 없음
5,rose********,2025.10.23,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 러그아이보리 / 가로폭: 150cm / 길이: 1m,울퉁불퉁 하지 않아서 좋습니다.,이미지 없음
4,chld****,2025.10.23,💚LUCKY💚두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 110cm / 길이: 1m,"아직 시공은 못했는데 포장도 잘해서 보내주셨어요
저렴하게 구매했습니다.",이미지 없음
5,like****,2025.10.23,🍂가을세일🍂두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 130cm / 길이: 1m,너무 유용하게 잘 사용중입니다,https://phinf.pstatic.net/checkout.phinf/20251023_237/1761185712967P6hB6_JPEG/image.jpg?type=f300_300
5,like****,2025.10.23,🍂가을세일🍂두께 / 디자인: 베이직(1.7cm) / 샌드스톤 / 가로폭: 90cm / 길이: 1m,아기가 다칠 위험이있어 깔아뒀는데 안전해서 너무 좋아요 진작할걸그랬어요,https://phinf.pstatic.net/checkout.phinf/20251023_217/1761185654354jmtky_JPEG/image.jpg?type=f300_300
